Timestamp,User_ID,Action_Type,Value_1,Value_2,Current_Selector,Robot_Location
2025-12-26 14:21:59.270329,SYSTEM,EXPERIMENT_START,Button Pressed,,user_1,充電ドック
2025-12-26 14:22:06.307337,user_1,TIME_DEST_SELECT,7.046,7,user_1,充電ドック
2025-12-26 14:22:38.560166,user_1,DISCONNECT,Kachaka WS,,user_1,充電ドック
2025-12-26 14:22:40.906377,user_1,CONNECT,Kachaka WS,,user_1,充電ドック
2025-12-26 14:22:54.770787,user_2,DISCONNECT,Kachaka WS,,user_1,充電ドック
2025-12-26 14:22:58.354350,user_2,CONNECT,Kachaka WS,,user_1,充電ドック
2025-12-26 14:23:25.147188,user_1,TIME_DEST_SELECT,26.793,7,user_1,充電ドック
2025-12-26 14:24:57.561366,user_2,TIME_ROUTE_SELECT,92.414,route_left,user_1,充電ドック
2025-12-26 14:24:57.561366,SYSTEM,TIME_TOTAL_SELECT,119.207,,user_1,充電ドック
2025-12-26 14:24:57.620655,user_1,SERVO_SUMMARY_IDLE,11,9.076,user_1,充電ドック
2025-12-26 14:24:57.623892,user_2,SERVO_SUMMARY_IDLE,0,0.0,user_1,充電ドック
2025-12-26 14:24:57.623892,SYSTEM,START_MOVING,To: 7,Route: route_left,user_1,充電ドック
2025-12-26 14:25:07.051535,SYSTEM,WAYPOINT_ARRIVED,At: a,,user_1,a
2025-12-26 14:25:17.199655,SYSTEM,WAYPOINT_ARRIVED,At: c,,user_1,c
2025-12-26 14:25:33.379907,user_1,SERVO_SUMMARY_MOVING,10,7.495,user_1,7
2025-12-26 14:25:33.379907,user_2,SERVO_SUMMARY_MOVING,0,0.0,user_1,7
2025-12-26 14:25:33.381099,SYSTEM,TIME_TRAVEL,35.759,To: 7,user_1,7
2025-12-26 14:25:33.381099,SYSTEM,ROLE_SWAP,At: 7,user_1->user_2,user_2,7
2025-12-26 14:26:04.220387,user_2,TIME_DEST_SELECT,30.839,4,user_2,7
2025-12-26 14:27:01.656028,user_1,TIME_ROUTE_SELECT,57.436,route_left,user_2,7
2025-12-26 14:27:01.656028,SYSTEM,TIME_TOTAL_SELECT,88.275,,user_2,7
2025-12-26 14:27:01.732422,user_1,SERVO_SUMMARY_IDLE,11,18.588,user_2,7
2025-12-26 14:27:01.734515,user_2,SERVO_SUMMARY_IDLE,6,1.347,user_2,7
2025-12-26 14:27:01.734515,SYSTEM,START_MOVING,To: 4,Route: route_left,user_2,7
2025-12-26 14:27:18.160202,SYSTEM,WAYPOINT_ARRIVED,At: d,,user_2,d
2025-12-26 14:27:31.315290,SYSTEM,WAYPOINT_ARRIVED,At: b,,user_2,b
2025-12-26 14:27:50.964097,user_1,SERVO_SUMMARY_MOVING,21,14.007,user_2,4
2025-12-26 14:27:50.964097,user_2,SERVO_SUMMARY_MOVING,8,5.082,user_2,4
2025-12-26 14:27:50.964097,SYSTEM,TIME_TRAVEL,49.232,To: 4,user_2,4
2025-12-26 14:27:50.964097,SYSTEM,ROLE_SWAP,At: 4,user_2->user_1,user_1,4
2025-12-26 14:28:30.772996,user_1,TIME_DEST_SELECT,39.809,7,user_1,4
2025-12-26 14:28:35.708185,user_2,TIME_ROUTE_SELECT,4.935,route_left,user_1,4
2025-12-26 14:28:35.708185,SYSTEM,TIME_TOTAL_SELECT,44.744,,user_1,4
2025-12-26 14:28:35.720824,user_1,SERVO_SUMMARY_IDLE,5,8.853,user_1,4
2025-12-26 14:28:35.720824,user_2,SERVO_SUMMARY_IDLE,14,2.916,user_1,4
2025-12-26 14:28:35.720824,SYSTEM,START_MOVING,To: 7,Route: route_left,user_1,4
2025-12-26 14:28:51.369369,SYSTEM,WAYPOINT_ARRIVED,At: a,,user_1,a
2025-12-26 14:29:02.993232,SYSTEM,WAYPOINT_ARRIVED,At: c,,user_1,c
2025-12-26 14:29:19.624485,user_1,SERVO_SUMMARY_MOVING,5,2.962,user_1,7
2025-12-26 14:29:19.624485,user_2,SERVO_SUMMARY_MOVING,0,0.0,user_1,7
2025-12-26 14:29:19.624485,SYSTEM,TIME_TRAVEL,43.904,To: 7,user_1,7
2025-12-26 14:29:19.624485,SYSTEM,ROLE_SWAP,At: 7,user_1->user_2,user_2,7
2025-12-26 14:29:50.413047,user_2,TIME_DEST_SELECT,30.789,8,user_2,7
2025-12-26 14:29:58.572073,user_1,TIME_ROUTE_SELECT,8.159,route_center,user_2,7
2025-12-26 14:29:58.572073,SYSTEM,TIME_TOTAL_SELECT,38.948,,user_2,7
2025-12-26 14:29:58.577426,user_1,SERVO_SUMMARY_IDLE,8,7.136,user_2,7
2025-12-26 14:29:58.587930,user_2,SERVO_SUMMARY_IDLE,10,5.914,user_2,7
2025-12-26 14:29:58.589754,SYSTEM,START_MOVING,To: 8,Route: route_center,user_2,7
2025-12-26 14:30:17.967274,SYSTEM,WAYPOINT_ARRIVED,At: d,,user_2,d
2025-12-26 14:30:32.156239,SYSTEM,WAYPOINT_ARRIVED,At: b,,user_2,b
