Timestamp,User_ID,Action_Type,Value_1,Value_2,Current_Selector,Robot_Location
2025-12-26 17:34:13.804640,user_2,TIME_DEST_SELECT,33.471,11,user_2,9
2025-12-26 17:34:24.563210,user_1,TIME_ROUTE_SELECT,10.759,route_center,user_2,9
2025-12-26 17:34:24.563210,SYSTEM,TIME_TOTAL_SELECT,44.23,,user_2,9
2025-12-26 17:34:24.572573,user_1,SERVO_SUMMARY_IDLE,12,1.687,user_2,9
2025-12-26 17:34:24.577292,user_2,SERVO_SUMMARY_IDLE,0,0.0,user_2,9
2025-12-26 17:34:24.579782,SYSTEM,START_MOVING,To: 11,Route: route_center,user_2,9
2025-12-26 17:34:46.098906,SYSTEM,WAYPOINT_ARRIVED,At: c,,user_2,c
2025-12-26 17:34:58.820640,SYSTEM,WAYPOINT_ARRIVED,At: e,,user_2,e
2025-12-26 17:35:20.450846,user_1,SERVO_SUMMARY_MOVING,29,9.647,user_2,11
2025-12-26 17:35:20.450846,user_2,SERVO_SUMMARY_MOVING,0,0.0,user_2,11
2025-12-26 17:35:20.450846,SYSTEM,TIME_TRAVEL,55.878,To: 11,user_2,11
2025-12-26 17:35:20.456903,SYSTEM,ROLE_SWAP,At: 11,user_2->user_1,user_1,11
2025-12-26 17:36:04.672438,user_2,DISCONNECT,Kachaka WS,,user_1,11
2025-12-26 17:36:41.349012,user_1,DISCONNECT,Kachaka WS,,user_1,11
