Timestamp,User_ID,Action_Type,Value_1,Value_2,Current_Selector,Robot_Location
2025-12-26 17:13:53.072227,SYSTEM,EXPERIMENT_START,Button Pressed,,user_1,充電ドック
2025-12-26 17:13:59.695844,user_1,TIME_DEST_SELECT,6.634,1,user_1,充電ドック
2025-12-26 17:14:14.780769,user_1,TIME_ROUTE_SELECT,15.085,route_left,user_1,充電ドック
2025-12-26 17:14:14.782344,SYSTEM,TIME_TOTAL_SELECT,21.719,,user_1,充電ドック
2025-12-26 17:14:14.852042,user_1,SERVO_SUMMARY_IDLE,0,0.0,user_1,充電ドック
2025-12-26 17:14:14.852042,user_2,SERVO_SUMMARY_IDLE,0,0.0,user_1,充電ドック
2025-12-26 17:14:14.852042,SYSTEM,START_MOVING,To: 1,Route: route_left,user_1,充電ドック
2025-12-26 17:14:28.736500,user_1,SERVO_SUMMARY_MOVING,0,0.0,user_1,1
2025-12-26 17:14:28.736500,user_2,SERVO_SUMMARY_MOVING,0,0.0,user_1,1
2025-12-26 17:14:28.736500,SYSTEM,TIME_TRAVEL,13.884,To: 1,user_1,1
2025-12-26 17:14:28.736500,SYSTEM,ROLE_SWAP,At: 1,user_1->user_2,user_2,1
2025-12-26 17:15:00.666155,user_2,TIME_DEST_SELECT,31.93,2,user_2,1
2025-12-26 17:15:06.799623,user_2,TIME_ROUTE_SELECT,6.133,route_left,user_2,1
2025-12-26 17:15:06.799623,SYSTEM,TIME_TOTAL_SELECT,38.063,,user_2,1
2025-12-26 17:15:06.871190,user_1,SERVO_SUMMARY_IDLE,0,0.0,user_2,1
2025-12-26 17:15:06.871190,user_2,SERVO_SUMMARY_IDLE,5,0.755,user_2,1
2025-12-26 17:15:06.874865,SYSTEM,START_MOVING,To: 2,Route: route_left,user_2,1
2025-12-26 17:15:27.231527,user_1,SERVO_SUMMARY_MOVING,0,0.0,user_2,2
2025-12-26 17:15:27.233989,user_2,SERVO_SUMMARY_MOVING,1,0.0,user_2,2
2025-12-26 17:15:27.233989,SYSTEM,TIME_TRAVEL,20.36,To: 2,user_2,2
2025-12-26 17:15:27.237488,SYSTEM,ROLE_SWAP,At: 2,user_2->user_1,user_1,2
2025-12-26 17:16:15.301728,user_1,TIME_DEST_SELECT,48.068,10,user_1,2
2025-12-26 17:16:42.040297,user_1,TIME_ROUTE_SELECT,26.739,route_center,user_1,2
2025-12-26 17:16:42.040297,SYSTEM,TIME_TOTAL_SELECT,74.806,,user_1,2
2025-12-26 17:16:42.040297,user_1,SERVO_SUMMARY_IDLE,0,0.0,user_1,2
2025-12-26 17:16:42.040297,user_2,SERVO_SUMMARY_IDLE,1,0.407,user_1,2
2025-12-26 17:16:42.049054,SYSTEM,START_MOVING,To: 10,Route: route_center,user_1,2
2025-12-26 17:17:00.787321,SYSTEM,WAYPOINT_ARRIVED,At: b,,user_1,b
2025-12-26 17:17:13.482211,SYSTEM,WAYPOINT_ARRIVED,At: d,,user_1,d
2025-12-26 17:17:27.120848,SYSTEM,WAYPOINT_ARRIVED,At: f,,user_1,f
2025-12-26 17:17:43.751711,user_1,SERVO_SUMMARY_MOVING,18,13.936,user_1,10
2025-12-26 17:17:43.751711,user_2,SERVO_SUMMARY_MOVING,0,0.0,user_1,10
2025-12-26 17:17:43.755993,SYSTEM,TIME_TRAVEL,61.711,To: 10,user_1,10
2025-12-26 17:17:43.755993,SYSTEM,ROLE_SWAP,At: 10,user_1->user_2,user_2,10
2025-12-26 17:18:15.518062,user_2,TIME_DEST_SELECT,31.762,6,user_2,10
2025-12-26 17:18:27.200591,user_2,TIME_ROUTE_SELECT,11.683,route_left,user_2,10
2025-12-26 17:18:27.200591,SYSTEM,TIME_TOTAL_SELECT,43.445,,user_2,10
2025-12-26 17:18:27.209414,user_1,SERVO_SUMMARY_IDLE,3,0.728,user_2,10
2025-12-26 17:18:27.209414,user_2,SERVO_SUMMARY_IDLE,3,0.806,user_2,10
2025-12-26 17:18:27.212969,SYSTEM,START_MOVING,To: 6,Route: route_left,user_2,10
2025-12-26 17:18:40.873836,SYSTEM,WAYPOINT_ARRIVED,At: e,,user_2,e
2025-12-26 17:18:52.532062,SYSTEM,WAYPOINT_ARRIVED,At: c,,user_2,c
2025-12-26 17:19:06.641696,user_1,SERVO_SUMMARY_MOVING,0,0.0,user_2,6
2025-12-26 17:19:06.642976,user_2,SERVO_SUMMARY_MOVING,0,0.0,user_2,6
2025-12-26 17:19:06.642976,SYSTEM,TIME_TRAVEL,39.432,To: 6,user_2,6
2025-12-26 17:19:06.642976,SYSTEM,ROLE_SWAP,At: 6,user_2->user_1,user_1,6
2025-12-26 17:20:39.984198,user_1,DISCONNECT,Kachaka WS,,user_1,6
2025-12-26 17:21:59.651335,user_2,DISCONNECT,Kachaka WS,,user_1,6
